dayhours,price,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,yr_built,living_measure15,lot_measure15,furnished,total_area,month/year,price_bins,has_basement,house_land_ratio,has_renovated
2014-08-14,727160,7.0,3.75,2310.0,5000.0,2.0,0.0,0.0,3.0,8.0,2310.0,0.0,1984.0,1360.0,1552.0,0.0,7310.0,August/2014,4,No,32.0,No
2014-08-01,415000,3.0,2.5,1610.0,3600.0,2.0,0.0,0.0,3.0,8.0,1610.0,0.0,2010.0,2210.0,3600.0,0.0,5210.0,August/2014,2,No,31.0,No
2014-08-26,380000,2.0,2.5,1860.0,3504.0,2.0,0.0,0.0,3.0,7.0,1860.0,0.0,2000.0,1860.0,4246.0,0.0,5364.0,August/2014,2,No,35.0,No
2014-08-11,870000,5.0,2.25,2910.0,9525.0,2.0,0.0,0.0,4.0,9.0,2910.0,0.0,1968.0,2740.0,9525.0,1.0,12435.0,August/2014,5,No,23.0,No
2014-08-22,635000,4.0,3.25,2690.0,7200.0,2.0,0.0,3.0,3.0,9.0,1720.0,970.0,1978.0,2400.0,8845.0,1.0,9890.0,August/2014,3,Yes,27.0,No
2014-08-26,257500,3.0,2.0,1300.0,9334.0,1.0,0.0,0.0,5.0,7.0,1300.0,0.0,1981.0,2210.0,9636.0,0.0,10634.0,August/2014,1,No,12.0,No
2014-08-15,607000,3.0,2.0,2060.0,4080.0,1.0,0.0,0.0,5.0,7.0,1060.0,1000.0,1921.0,1400.0,4080.0,0.0,6140.0,August/2014,3,Yes,34.0,No
2014-08-06,545000,4.0,2.5,2040.0,7412.0,2.0,0.0,0.0,3.0,8.0,2040.0,0.0,1988.0,2050.0,7830.0,0.0,9452.0,August/2014,3,No,22.0,No
2014-08-06,350000,3.0,1.0,1370.0,8162.0,1.5,0.0,0.0,3.0,6.0,1370.0,0.0,1949.0,1560.0,8250.0,0.0,9532.0,August/2014,2,No,14.000000000000002,No
2014-08-19,635000,3.0,3.0,2230.0,1407.0,2.5,0.0,0.0,3.0,8.0,1850.0,380.0,2013.0,2290.0,1407.0,0.0,3637.0,August/2014,3,Yes,61.0,No
2014-08-20,960000,4.0,2.5,3110.0,11397.0,2.0,0.0,3.0,4.0,10.0,3110.0,0.0,1984.0,3110.0,11586.0,1.0,14507.0,August/2014,5,No,21.0,No
2014-08-05,175000,2.0,1.75,1050.0,9800.0,1.5,0.0,0.0,4.0,6.0,1050.0,0.0,1975.0,1230.0,12726.0,0.0,10850.0,August/2014,1,No,10.0,No
2014-08-11,620000,4.0,2.25,1530.0,7845.0,1.0,0.0,0.0,4.0,7.0,1030.0,500.0,1981.0,1710.0,7627.0,0.0,9375.0,August/2014,3,Yes,16.0,No
2014-08-04,424000,3.0,1.75,1430.0,6818.0,1.0,0.0,0.0,5.0,7.0,1430.0,0.0,1972.0,1480.0,7210.0,0.0,8248.0,August/2014,2,No,17.0,No
2014-08-06,509950,3.0,2.5,1880.0,4668.0,2.0,0.0,0.0,3.0,8.0,1880.0,0.0,1993.0,2060.0,4668.0,0.0,6548.0,August/2014,3,No,28.999999999999996,No
2014-08-22,752888,3.0,2.5,2420.0,9000.0,2.0,0.0,0.0,4.0,9.0,2420.0,0.0,1987.0,2630.0,9000.0,1.0,11420.0,August/2014,4,No,21.0,No
2014-08-08,425000,2.0,1.0,970.0,2700.0,1.0,0.0,0.0,4.0,7.0,770.0,200.0,1926.0,1570.0,3348.0,0.0,3670.0,August/2014,2,Yes,26.0,No
2014-08-06,429300,6.0,2.25,2930.0,15949.0,1.0,0.0,0.0,4.0,8.0,1730.0,1200.0,1965.0,1730.0,8550.0,0.0,18879.0,August/2014,2,Yes,16.0,No
2014-08-04,226500,3.0,1.5,1300.0,7370.0,1.0,0.0,0.0,4.0,7.0,900.0,400.0,1976.0,1430.0,7500.0,0.0,8670.0,August/2014,1,Yes,15.0,No
2014-08-21,203000,2.0,1.0,1440.0,6650.0,1.0,0.0,0.0,3.0,7.0,970.0,470.0,1980.0,1600.0,6847.0,0.0,8090.0,August/2014,1,Yes,18.0,No
2014-08-28,360000,3.0,1.75,1830.0,10000.0,2.0,0.0,0.0,4.0,7.0,1830.0,0.0,1913.0,1480.0,10000.0,0.0,11830.0,August/2014,2,No,15.0,Yes
2014-08-15,300000,3.0,2.5,1830.0,12750.0,2.0,0.0,0.0,3.0,7.0,1830.0,0.0,1991.0,1610.0,10000.0,0.0,14580.0,August/2014,2,No,13.0,No
2014-08-07,311000,4.0,2.5,2690.0,6124.0,2.0,0.0,0.0,3.0,7.0,2690.0,0.0,2007.0,2300.0,6002.0,0.0,8814.0,August/2014,2,No,31.0,No
2014-08-19,604950,3.0,2.5,2110.0,5608.0,1.0,0.0,0.0,3.0,8.0,1340.0,770.0,2013.0,2040.0,9363.0,0.0,7718.0,August/2014,3,Yes,27.0,No
2014-08-07,267500,2.0,1.0,1747.0,12250.0,2.5,0.0,0.0,4.0,6.0,1747.0,0.0,1948.0,1620.0,10300.0,0.0,13997.0,August/2014,1,No,12.0,No
2014-08-22,599000,4.0,2.5,2640.0,6738.0,2.0,0.0,0.0,4.0,8.0,2640.0,0.0,1989.0,2180.0,5782.0,0.0,9378.0,August/2014,3,No,28.000000000000004,No
2014-08-08,359000,4.0,2.5,2575.0,4725.0,2.0,0.0,0.0,3.0,8.0,2575.0,0.0,2011.0,2575.0,5323.0,0.0,7300.0,August/2014,2,No,35.0,No
2014-08-29,409000,3.0,2.5,1890.0,6500.0,2.0,0.0,0.0,3.0,7.0,1890.0,0.0,2012.0,2340.0,7500.0,0.0,8390.0,August/2014,2,No,23.0,No
2014-08-06,555000,3.0,2.5,2480.0,8676.0,2.0,0.0,0.0,4.0,8.0,2480.0,0.0,1989.0,2540.0,9496.0,0.0,11156.0,August/2014,3,No,22.0,No
2014-08-25,710000,3.0,1.75,2430.0,11448.0,1.0,0.0,1.0,5.0,7.0,1620.0,810.0,1949.0,2140.0,8144.0,0.0,13878.0,August/2014,4,Yes,18.0,No
2014-08-19,860000,4.0,2.5,3070.0,6923.0,2.0,0.0,0.0,3.0,9.0,3070.0,0.0,2009.0,2190.0,9218.0,1.0,9993.0,August/2014,5,No,31.0,No
2014-08-05,425000,4.0,2.5,1900.0,2766.0,2.0,0.0,0.0,3.0,8.0,1900.0,0.0,2014.0,1900.0,2604.0,0.0,4666.0,August/2014,2,No,41.0,No
2014-08-27,387865,3.0,2.5,2370.0,4200.0,2.0,0.0,0.0,3.0,8.0,2370.0,0.0,2014.0,2370.0,4200.0,0.0,6570.0,August/2014,2,No,36.0,No
2014-08-20,245000,3.0,1.75,1480.0,3900.0,1.0,0.0,0.0,4.0,7.0,1480.0,0.0,1980.0,1830.0,6956.0,0.0,5380.0,August/2014,1,No,28.000000000000004,No
2014-08-25,237000,3.0,1.5,1800.0,9216.0,1.0,0.0,0.0,4.0,7.0,1800.0,0.0,1950.0,1400.0,10022.0,0.0,11016.0,August/2014,1,No,16.0,No
2014-08-22,436000,4.0,2.0,1600.0,15044.0,1.0,0.0,0.0,3.0,7.0,1600.0,0.0,1972.0,1660.0,8102.0,0.0,16644.0,August/2014,2,No,10.0,No
2014-08-11,925000,5.0,3.0,2710.0,4200.0,2.0,0.0,0.0,3.0,7.0,1890.0,820.0,1919.0,2150.0,4200.0,0.0,6910.0,August/2014,5,Yes,39.0,Yes
2014-08-14,375000,4.0,2.5,2310.0,7800.0,2.0,0.0,0.0,3.0,8.0,2310.0,0.0,2011.0,2310.0,7140.0,0.0,10110.0,August/2014,2,No,23.0,No
2014-08-21,299000,3.0,2.25,2540.0,9961.0,1.0,0.0,0.0,4.0,8.0,1320.0,1220.0,1969.0,1870.0,10251.0,0.0,12501.0,August/2014,2,Yes,20.0,No
2014-08-01,400000,4.0,3.5,3350.0,9681.0,1.0,0.0,1.0,3.0,7.0,2140.0,1210.0,1980.0,2580.0,9681.0,0.0,13031.0,August/2014,2,Yes,26.0,No
2014-08-25,225000,3.0,2.5,1750.0,7490.0,1.0,0.0,0.0,4.0,7.0,1180.0,570.0,1979.0,1570.0,7490.0,0.0,9240.0,August/2014,1,Yes,19.0,No
2014-08-12,221000,3.0,2.25,1430.0,5999.0,2.0,0.0,0.0,3.0,7.0,1430.0,0.0,1987.0,1600.0,5999.0,0.0,7429.0,August/2014,1,No,19.0,No
2014-08-01,455000,3.0,1.75,1320.0,1014.0,3.0,0.0,0.0,3.0,9.0,1320.0,0.0,2015.0,1380.0,1495.0,1.0,2334.0,August/2014,2,No,56.99999999999999,No
2014-08-04,367400,4.0,1.5,1280.0,7400.0,1.0,0.0,0.0,3.0,7.0,1280.0,0.0,1958.0,1310.0,7400.0,0.0,8680.0,August/2014,2,No,15.0,No
2014-08-19,335500,3.0,1.75,1260.0,8487.0,1.0,0.0,0.0,3.0,7.0,1260.0,0.0,1970.0,1890.0,13051.0,0.0,9747.0,August/2014,2,No,13.0,No
2014-08-19,350000,4.0,2.5,2810.0,10433.0,2.0,0.0,0.0,3.0,8.0,2810.0,0.0,2001.0,2640.0,9240.0,0.0,13243.0,August/2014,2,No,21.0,No
2014-08-18,205500,2.0,1.0,900.0,6400.0,1.0,0.0,0.0,5.0,6.0,900.0,0.0,1938.0,1320.0,6400.0,0.0,7300.0,August/2014,1,No,12.0,No
2014-08-04,780500,5.0,1.0,1760.0,4264.0,2.0,0.0,0.0,3.0,8.0,1760.0,0.0,1902.0,2130.0,4264.0,0.0,6024.0,August/2014,4,No,28.999999999999996,No
2014-08-25,785000,4.0,1.5,2220.0,4000.0,1.5,0.0,0.0,3.0,8.0,1970.0,250.0,1925.0,1984.0,4000.0,0.0,6220.0,August/2014,4,Yes,36.0,No
2014-08-22,269950,3.0,2.25,1660.0,7003.0,2.0,0.0,0.0,3.0,7.0,1660.0,0.0,1996.0,1840.0,6680.0,0.0,8663.0,August/2014,1,No,19.0,No
2014-08-18,550000,4.0,2.5,2890.0,9045.0,2.0,0.0,0.0,3.0,8.0,2890.0,0.0,2001.0,2840.0,10114.0,0.0,11935.0,August/2014,3,No,24.0,No
2014-08-08,407500,2.0,1.0,770.0,2971.0,1.0,0.0,2.0,3.0,7.0,770.0,0.0,1923.0,1440.0,4000.0,0.0,3741.0,August/2014,2,No,21.0,No
2014-08-14,225000,3.0,1.0,1120.0,10665.0,1.0,0.0,0.0,4.0,6.0,1120.0,0.0,1961.0,1240.0,10639.0,0.0,11785.0,August/2014,1,No,10.0,No
2014-08-25,439950,2.0,1.75,1210.0,3000.0,1.0,0.0,0.0,5.0,7.0,910.0,300.0,1906.0,1260.0,3000.0,0.0,4210.0,August/2014,2,Yes,28.999999999999996,No
2014-08-04,450000,2.0,1.0,1180.0,10720.0,1.0,0.0,0.0,4.0,7.0,1180.0,0.0,1955.0,1420.0,10750.0,0.0,11900.0,August/2014,2,No,10.0,No
2014-08-14,540000,4.0,2.5,1850.0,7850.0,2.0,0.0,0.0,3.0,8.0,1850.0,0.0,1985.0,1830.0,8140.0,0.0,9700.0,August/2014,3,No,19.0,No
2014-08-26,344000,5.0,2.0,2130.0,8412.0,1.0,0.0,0.0,3.0,7.0,1440.0,690.0,1946.0,2310.0,7474.0,0.0,10542.0,August/2014,2,Yes,20.0,Yes
2014-08-26,370000,2.0,1.5,1010.0,2102.0,2.0,0.0,0.0,3.0,7.0,1010.0,0.0,1984.0,1480.0,2632.0,0.0,3112.0,August/2014,2,No,32.0,No
2014-08-20,695000,4.0,2.5,2650.0,9990.0,2.0,0.0,0.0,3.0,10.0,2650.0,0.0,1990.0,2710.0,8012.0,1.0,12640.0,August/2014,4,No,21.0,No
2014-08-29,501000,3.0,1.0,1160.0,4360.0,1.0,0.0,0.0,4.0,8.0,1160.0,0.0,1929.0,1810.0,4360.0,0.0,5520.0,August/2014,3,No,21.0,No
2014-08-12,320000,4.0,2.5,2070.0,7007.0,2.0,0.0,0.0,3.0,7.0,2070.0,0.0,1996.0,2130.0,8100.0,0.0,9077.0,August/2014,2,No,23.0,No
2014-08-21,460000,2.0,2.5,1830.0,8107.0,1.0,0.0,0.0,5.0,7.0,930.0,900.0,1946.0,1260.0,6960.0,0.0,9937.0,August/2014,2,Yes,18.0,No
2014-08-27,380000,4.0,2.5,2270.0,11500.0,1.0,0.0,0.0,3.0,8.0,1540.0,730.0,1967.0,2020.0,10918.0,0.0,13770.0,August/2014,2,Yes,16.0,No
2014-08-18,280000,3.0,1.75,1550.0,7410.0,1.5,0.0,0.0,5.0,7.0,1550.0,0.0,1944.0,1250.0,7467.0,0.0,8960.0,August/2014,2,No,17.0,No
2014-08-12,600000,3.0,1.0,1440.0,4300.0,1.5,0.0,0.0,3.0,8.0,1440.0,0.0,1929.0,1640.0,4500.0,0.0,5740.0,August/2014,3,No,25.0,No
2014-08-26,569950,4.0,2.5,3230.0,5899.0,2.0,0.0,0.0,3.0,8.0,3230.0,0.0,2012.0,2720.0,5899.0,0.0,9129.0,August/2014,3,No,35.0,No
2014-08-05,838400,4.0,2.5,2620.0,9525.0,2.5,0.0,0.0,4.0,9.0,2620.0,0.0,1974.0,2580.0,9525.0,1.0,12145.0,August/2014,4,No,22.0,No
2014-08-07,412500,4.0,2.25,1630.0,7969.0,1.0,0.0,0.0,3.0,7.0,1100.0,530.0,1977.0,1580.0,7440.0,0.0,9599.0,August/2014,2,Yes,17.0,No
2014-08-06,329000,3.0,1.75,1980.0,7000.0,1.0,0.0,0.0,4.0,8.0,1360.0,620.0,1977.0,1880.0,7200.0,0.0,8980.0,August/2014,2,Yes,22.0,No
2014-08-21,865000,5.0,3.0,2900.0,6730.0,1.0,0.0,0.0,5.0,8.0,1830.0,1070.0,1977.0,2370.0,6283.0,0.0,9630.0,August/2014,5,Yes,30.0,No
2014-08-18,271675,3.0,1.75,2140.0,13068.0,1.0,0.0,0.0,4.0,7.0,1460.0,680.0,1974.0,2090.0,17424.0,0.0,15208.0,August/2014,2,Yes,14.000000000000002,No
2014-08-10,720001,3.0,2.5,1430.0,2200.0,1.5,0.0,0.0,4.0,7.0,1430.0,0.0,1910.0,1740.0,4275.0,0.0,3630.0,August/2014,4,No,39.0,No
2014-08-01,499950,3.0,1.0,1870.0,4984.0,1.0,0.0,0.0,3.0,7.0,1120.0,750.0,1955.0,1650.0,5750.0,0.0,6854.0,August/2014,3,Yes,27.0,No
2014-08-27,212000,3.0,1.5,1060.0,9225.0,1.0,0.0,0.0,4.0,7.0,1060.0,0.0,1955.0,1270.0,9375.0,0.0,10285.0,August/2014,1,No,10.0,No
2014-08-20,781000,3.0,1.5,1290.0,8175.0,1.0,0.0,0.0,4.0,7.0,820.0,470.0,1952.0,2130.0,8577.0,0.0,9465.0,August/2014,4,Yes,14.000000000000002,No
2014-08-15,490000,3.0,1.75,1490.0,11360.0,1.0,0.0,0.0,3.0,8.0,1490.0,0.0,1975.0,2350.0,10320.0,0.0,12850.0,August/2014,3,No,12.0,No
2014-08-29,339950,5.0,2.5,2990.0,7292.0,2.0,0.0,0.0,4.0,8.0,2990.0,0.0,1990.0,2150.0,8190.0,0.0,10282.0,August/2014,2,No,28.999999999999996,No
2014-08-18,344000,3.0,2.25,1250.0,871.0,3.0,0.0,0.0,3.0,8.0,1250.0,0.0,2007.0,1250.0,1158.0,0.0,2121.0,August/2014,2,No,59.0,No
2014-08-27,442200,4.0,1.75,1620.0,8132.0,1.0,0.0,0.0,3.0,8.0,1620.0,0.0,1974.0,1920.0,8400.0,0.0,9752.0,August/2014,2,No,17.0,No
2014-08-26,352000,4.0,1.75,1850.0,5712.0,1.0,0.0,0.0,3.0,7.0,1850.0,0.0,1954.0,1510.0,6038.0,0.0,7562.0,August/2014,2,No,24.0,No
2014-08-21,338800,4.0,2.25,1800.0,2752.0,2.0,0.0,0.0,3.0,8.0,1800.0,0.0,2014.0,1800.0,2752.0,0.0,4552.0,August/2014,2,No,40.0,No
2014-08-07,350000,3.0,1.0,1390.0,4820.0,1.0,0.0,0.0,4.0,7.0,910.0,480.0,1926.0,1320.0,4820.0,0.0,6210.0,August/2014,2,Yes,22.0,No
2014-08-05,785000,4.0,2.5,2990.0,9374.0,2.0,0.0,0.0,3.0,9.0,2990.0,0.0,2003.0,2440.0,8711.0,1.0,12364.0,August/2014,4,No,24.0,No
2014-08-25,290000,3.0,1.5,1310.0,8100.0,1.0,0.0,0.0,3.0,7.0,1310.0,0.0,1965.0,1330.0,8100.0,0.0,9410.0,August/2014,2,No,14.000000000000002,No
2014-08-12,185000,2.0,1.0,900.0,8000.0,1.0,0.0,0.0,4.0,6.0,900.0,0.0,1954.0,1240.0,8000.0,0.0,8900.0,August/2014,1,No,10.0,No
2014-08-13,829000,4.0,3.0,3310.0,4500.0,2.5,0.0,0.0,5.0,9.0,2910.0,400.0,1900.0,1440.0,3750.0,1.0,7810.0,August/2014,4,Yes,42.0,No
2014-08-22,400000,2.0,1.75,1250.0,7680.0,1.0,0.0,0.0,3.0,7.0,1250.0,0.0,1922.0,1250.0,7680.0,0.0,8930.0,August/2014,2,No,14.000000000000002,Yes
2014-08-23,620000,3.0,1.75,1670.0,9900.0,1.0,0.0,0.0,4.0,8.0,1670.0,0.0,1957.0,2410.0,8800.0,0.0,11570.0,August/2014,3,No,14.000000000000002,No
2014-08-20,165000,3.0,1.0,1120.0,5000.0,1.0,0.0,0.0,3.0,6.0,1120.0,0.0,1917.0,1050.0,5000.0,0.0,6120.0,August/2014,1,No,18.0,No
2014-08-13,305000,4.0,1.75,1000.0,7200.0,1.5,0.0,0.0,4.0,6.0,1000.0,0.0,1947.0,1280.0,7200.0,0.0,8200.0,August/2014,2,No,12.0,No
2014-08-11,390000,2.0,1.0,930.0,3100.0,1.0,0.0,0.0,3.0,6.0,930.0,0.0,1911.0,1670.0,3800.0,0.0,4030.0,August/2014,2,No,23.0,No
2014-08-07,525000,4.0,1.5,1170.0,6240.0,1.0,0.0,0.0,4.0,6.0,1170.0,0.0,1960.0,2380.0,8846.0,0.0,7410.0,August/2014,3,No,16.0,No
2014-08-29,264950,3.0,1.5,1370.0,10115.0,1.0,0.0,0.0,4.0,7.0,1370.0,0.0,1957.0,1450.0,9282.0,0.0,11485.0,August/2014,1,No,12.0,No
2014-08-12,320000,4.0,2.25,2190.0,9020.0,2.0,0.0,0.0,3.0,8.0,2190.0,0.0,1978.0,2170.0,8400.0,0.0,11210.0,August/2014,2,No,20.0,No
2014-08-12,316000,3.0,2.25,1900.0,7479.0,2.0,0.0,0.0,4.0,7.0,1900.0,0.0,1992.0,1520.0,6559.0,0.0,9379.0,August/2014,2,No,20.0,No
2014-08-29,800000,3.0,2.5,2760.0,9471.0,1.0,0.0,2.0,3.0,8.0,1760.0,1000.0,1956.0,3040.0,6765.0,0.0,12231.0,August/2014,4,Yes,23.0,No
2014-08-07,450000,3.0,2.25,1960.0,6500.0,2.0,0.0,0.0,4.0,8.0,1960.0,0.0,1977.0,1860.0,6160.0,0.0,8460.0,August/2014,2,No,23.0,No
2014-08-05,760000,3.0,1.5,1170.0,7645.0,1.0,0.0,0.0,4.0,7.0,1170.0,0.0,1955.0,1870.0,7678.0,0.0,8815.0,August/2014,4,No,13.0,No
2014-08-25,534000,5.0,1.75,2120.0,8625.0,1.0,0.0,0.0,3.0,7.0,1200.0,920.0,1959.0,1930.0,8625.0,0.0,10745.0,August/2014,3,Yes,20.0,No
2014-08-29,545000,4.0,2.5,2080.0,8504.0,2.0,0.0,0.0,3.0,8.0,2080.0,0.0,1991.0,2000.0,6773.0,0.0,10584.0,August/2014,3,No,20.0,No
2014-08-18,313300,2.0,1.0,970.0,4800.0,1.0,0.0,0.0,3.0,6.0,970.0,0.0,1911.0,1180.0,5900.0,0.0,5770.0,August/2014,2,No,17.0,Yes
2014-08-15,229999,4.0,2.0,1670.0,5200.0,1.0,0.0,0.0,4.0,7.0,1030.0,640.0,1977.0,1500.0,5200.0,0.0,6870.0,August/2014,1,Yes,24.0,No
2014-08-19,499990,4.0,2.75,2620.0,7001.0,2.0,0.0,0.0,3.0,8.0,2620.0,0.0,2012.0,2620.0,6543.0,0.0,9621.0,August/2014,3,No,27.0,No
2014-08-06,480000,3.0,1.75,1600.0,8400.0,1.0,0.0,0.0,5.0,8.0,1600.0,0.0,1963.0,2210.0,8400.0,0.0,10000.0,August/2014,3,No,16.0,No
2014-08-07,480000,3.0,1.75,1710.0,4080.0,1.0,0.0,0.0,4.0,7.0,1130.0,580.0,1979.0,1200.0,4080.0,0.0,5790.0,August/2014,3,Yes,30.0,No
2014-08-21,180000,3.0,1.0,840.0,5700.0,1.0,0.0,0.0,4.0,5.0,840.0,0.0,1945.0,1430.0,12600.0,0.0,6540.0,August/2014,1,No,13.0,No
2014-08-18,449000,4.0,2.75,2090.0,14141.0,1.5,0.0,0.0,4.0,8.0,1680.0,410.0,1941.0,1990.0,12920.0,0.0,16231.0,August/2014,2,Yes,13.0,No
2014-08-27,449950,4.0,3.0,2800.0,6977.0,2.0,0.0,0.0,3.0,8.0,2800.0,0.0,2003.0,2800.0,6600.0,0.0,9777.0,August/2014,2,No,28.999999999999996,No
2014-08-22,678000,3.0,2.25,2730.0,10675.0,2.0,0.0,0.0,3.0,9.0,2730.0,0.0,1990.0,2770.0,10570.0,1.0,13405.0,August/2014,4,No,20.0,No
2014-08-05,552500,5.0,3.0,2320.0,7229.0,1.0,0.0,0.0,4.0,8.0,1370.0,950.0,1986.0,2090.0,7554.0,0.0,9549.0,August/2014,3,Yes,24.0,No
2014-08-15,925000,3.0,3.0,2560.0,3600.0,2.0,0.0,0.0,3.0,10.0,2110.0,450.0,1994.0,2160.0,3600.0,1.0,6160.0,August/2014,5,Yes,42.0,No
2014-08-07,230950,2.0,1.0,930.0,12724.0,1.0,0.0,0.0,4.0,6.0,930.0,0.0,1912.0,1240.0,21828.0,0.0,13654.0,August/2014,1,No,7.000000000000001,No
2014-08-11,599000,3.0,1.75,1650.0,1180.0,3.0,0.0,0.0,3.0,8.0,1650.0,0.0,2014.0,1720.0,1960.0,0.0,2830.0,August/2014,3,No,57.99999999999999,No
2014-08-11,366000,3.0,2.0,1350.0,10200.0,1.0,0.0,0.0,3.0,7.0,1350.0,0.0,1977.0,1820.0,9600.0,0.0,11550.0,August/2014,2,No,12.0,No
2014-08-25,571000,3.0,2.25,1350.0,4000.0,1.5,0.0,0.0,3.0,8.0,1350.0,0.0,1930.0,1840.0,4000.0,0.0,5350.0,August/2014,3,No,25.0,No
2014-08-08,318000,3.0,1.0,1010.0,7200.0,1.0,0.0,0.0,5.0,6.0,1010.0,0.0,1948.0,1590.0,7663.0,0.0,8210.0,August/2014,2,No,12.0,No
2014-08-27,599000,4.0,2.5,2120.0,3640.0,2.0,0.0,0.0,3.0,8.0,2120.0,0.0,2005.0,2190.0,3640.0,0.0,5760.0,August/2014,3,No,37.0,No
2014-08-26,399000,3.0,3.0,2240.0,10479.0,2.0,0.0,0.0,4.0,7.0,1710.0,530.0,1950.0,1530.0,5244.0,0.0,12719.0,August/2014,2,Yes,18.0,No
2014-08-12,290000,4.0,1.75,2340.0,7200.0,1.0,0.0,0.0,3.0,8.0,1590.0,750.0,1960.0,1970.0,7800.0,0.0,9540.0,August/2014,2,Yes,25.0,No
2014-08-19,790000,4.0,2.5,2240.0,8664.0,1.0,0.0,0.0,5.0,8.0,1470.0,770.0,1975.0,2210.0,8860.0,0.0,10904.0,August/2014,4,Yes,21.0,No
2014-08-05,365000,3.0,1.5,1640.0,8301.0,1.0,0.0,0.0,3.0,7.0,1290.0,350.0,1958.0,1640.0,8955.0,0.0,9941.0,August/2014,2,Yes,16.0,No
2014-08-20,483500,3.0,2.0,1200.0,2016.0,1.0,0.0,1.0,4.0,7.0,600.0,600.0,1931.0,1730.0,4520.0,0.0,3216.0,August/2014,3,Yes,37.0,No
2014-08-11,890000,4.0,2.75,3220.0,15467.0,2.0,0.0,0.0,3.0,11.0,3220.0,0.0,1994.0,3670.0,16641.0,1.0,18687.0,August/2014,5,No,17.0,No
2014-08-28,259000,3.0,2.0,1610.0,14046.0,2.0,0.0,0.0,3.0,7.0,1610.0,0.0,1933.0,2410.0,9000.0,0.0,15656.0,August/2014,1,No,10.0,Yes
2014-08-08,812500,4.0,2.75,2810.0,10300.0,1.0,0.0,0.0,4.0,9.0,1810.0,1000.0,1978.0,2710.0,9900.0,1.0,13110.0,August/2014,4,Yes,21.0,No
2014-08-26,806000,4.0,2.5,3370.0,9629.0,2.0,0.0,0.0,3.0,10.0,3370.0,0.0,1999.0,3360.0,10335.0,1.0,12999.0,August/2014,4,No,26.0,No
2014-08-20,840000,3.0,2.5,2060.0,9715.0,2.0,0.0,0.0,3.0,8.0,2060.0,0.0,1924.0,1240.0,7072.0,0.0,11775.0,August/2014,4,No,17.0,Yes
2014-08-01,635000,4.0,1.75,2460.0,7560.0,2.0,0.0,0.0,4.0,8.0,2460.0,0.0,1952.0,2760.0,8918.0,0.0,10020.0,August/2014,3,No,25.0,No
2014-08-11,327000,2.0,1.0,1070.0,9750.0,1.0,0.0,0.0,3.0,7.0,1070.0,0.0,1947.0,1500.0,8775.0,0.0,10820.0,August/2014,2,No,10.0,No
2014-08-15,190000,2.0,1.0,840.0,12252.0,1.0,0.0,0.0,3.0,6.0,840.0,0.0,1994.0,1010.0,11876.0,0.0,13092.0,August/2014,1,No,6.0,No
2014-08-29,370000,3.0,2.0,1860.0,9100.0,1.5,0.0,0.0,3.0,8.0,1860.0,0.0,1939.0,1620.0,9519.0,0.0,10960.0,August/2014,2,No,17.0,Yes
2014-08-05,500000,3.0,1.0,1220.0,3400.0,1.0,0.0,0.0,3.0,7.0,1060.0,160.0,1927.0,1350.0,3750.0,0.0,4620.0,August/2014,3,Yes,26.0,No
2014-08-04,525000,4.0,2.5,2310.0,5573.0,2.0,0.0,0.0,4.0,9.0,2310.0,0.0,2003.0,2310.0,6189.0,1.0,7883.0,August/2014,3,No,28.999999999999996,No
2014-08-26,364988,3.0,2.5,2850.0,12593.0,2.0,0.0,0.0,3.0,9.0,2850.0,0.0,1997.0,2850.0,9435.0,1.0,15443.0,August/2014,2,No,18.0,No
2014-08-25,459500,2.0,1.5,1170.0,1079.0,3.0,0.0,0.0,3.0,7.0,1170.0,0.0,2003.0,1170.0,1116.0,0.0,2249.0,August/2014,2,No,52.0,No
2014-08-27,309000,3.0,2.5,1780.0,7859.0,2.0,0.0,0.0,3.0,7.0,1780.0,0.0,1988.0,1670.0,6618.0,0.0,9639.0,August/2014,2,No,18.0,No
2014-08-04,400000,2.0,1.0,1270.0,7440.0,1.0,0.0,0.0,4.0,7.0,910.0,360.0,1949.0,1040.0,7500.0,0.0,8710.0,August/2014,2,Yes,15.0,No
2014-08-07,339999,4.0,2.0,1740.0,6369.0,1.0,0.0,0.0,5.0,6.0,870.0,870.0,1954.0,1560.0,7200.0,0.0,8109.0,August/2014,2,Yes,21.0,No
2014-08-22,831548,5.0,2.75,3010.0,4919.0,2.0,0.0,0.0,3.0,9.0,3010.0,0.0,2014.0,3230.0,5415.0,1.0,7929.0,August/2014,4,No,38.0,No
2014-08-26,470000,4.0,2.75,2150.0,9820.0,1.0,0.0,0.0,4.0,8.0,1220.0,930.0,1979.0,2060.0,9830.0,0.0,11970.0,August/2014,3,Yes,18.0,No
2014-08-28,370000,3.0,2.5,2490.0,4244.0,2.0,0.0,0.0,3.0,9.0,2490.0,0.0,2005.0,2490.0,4748.0,1.0,6734.0,August/2014,2,No,37.0,No
2014-08-06,435000,3.0,2.0,1610.0,6911.0,1.0,0.0,0.0,3.0,7.0,1260.0,350.0,1988.0,1630.0,6911.0,0.0,8521.0,August/2014,2,Yes,19.0,No
2014-08-01,412500,3.0,1.75,1530.0,6300.0,1.0,0.0,0.0,3.0,6.0,1530.0,0.0,1942.0,920.0,6300.0,0.0,7830.0,August/2014,2,No,20.0,Yes
